,beverage,gender,direct_correlation,indirect_correlation,same_correlation
69,beer,girl,0.25934908574401416,-0.4443617480747626,False
70,beer,man,0.12122034190641673,0.2880007140221964,True
71,beer,woman,0.13635772882549824,-0.4890700867575944,False
72,wine,male,-0.6074082191758999,-0.14796757270173902,True
73,wine,female,-0.41683609952719297,0.08498979243898401,False
74,wine,boy,-0.4876750072106466,-0.21862495565674134,True
75,wine,girl,-0.461937708094922,0.01457706532480246,False
76,wine,man,0.12115078411723935,-0.18014806042472853,False
77,wine,woman,0.4340832967242454,0.0957485761669096,True
78,cider,male,-0.3698191328300723,-0.2456261386862868,True
79,cider,female,-0.2891583181182576,0.004723166507663496,False
80,cider,boy,0.3799020625551479,-0.2301753065998071,False
81,cider,girl,0.09742021731066666,-0.00035094428040278623,False
82,cider,man,-0.06527646123502377,-0.19608234064072225,True
83,cider,woman,0.022981599370938768,0.08346128063805297,True
84,vodka,male,-0.3870036368788715,0.1254026973325729,False
85,vodka,female,-0.25882396177826505,-0.038592906552289134,True
86,vodka,boy,0.09587605912276556,0.11120256815695104,True
87,vodka,girl,0.3622148444708987,-0.035099321158473834,False
88,vodka,man,-0.14233076827205668,0.06554194447298234,False
89,vodka,woman,0.03903305854580797,-0.08755661057985217,False
90,rum,male,-0.3284823288642805,-0.32006371096581393,True
91,rum,female,-0.1896601338626408,-0.09741916819264354,True
92,rum,boy,0.16601429932437445,-0.2748351294231881,False
93,rum,girl,0.0015925082191598086,-0.07370461802318679,False
94,rum,man,-0.09217123202002743,-0.2192590715455348,True
95,rum,woman,0.02814633259981266,0.0075825998313931485,True
96,whiskey,male,-0.6433158998903359,0.039136240113217466,False
97,whiskey,female,-0.4069283795808011,-0.460697647548775,True
98,whiskey,boy,-0.036375156612742064,0.08972793496274473,False
99,whiskey,girl,-0.09114538188241576,-0.3990857965676217,True
100,whiskey,man,0.4096613281571817,0.20785237341958046,True
101,whiskey,woman,0.5532426073287076,-0.373533483879067,False
102,champagne,male,-0.4191383247051806,-0.12056330719860454,True
103,champagne,female,-0.3920642451451972,0.12506419420151774,False
104,champagne,boy,-0.36609018385614667,-0.14090004637713036,True
105,champagne,girl,-0.10975074452039794,0.10575024789071603,False
106,champagne,man,0.4557493640527112,-0.1713079327942613,False
107,champagne,woman,0.6242543777080589,0.14651393785683495,True
