,beverage,race,direct_correlation,indirect_correlation,same_correlation
76,wine,Latino,0.2498995248872381,-0.21974086027389544,False
77,wine,White,0.18642019565425452,-0.10698390807182802,False
78,cider,Arab,0.8828192514319966,-0.013632068437856,False
79,cider,Asian,0.6491765702805358,-0.03163718845530699,False
80,cider,Black,0.27665468693693435,-0.18534602793396512,False
81,cider,Hispanic,0.5457425591243212,-0.14544490206165356,False
82,cider,Latino,0.2110710934353571,-0.21505286063452625,False
83,cider,White,0.5014294897100774,0.003184511860501073,True
84,vodka,Arab,0.35297486021097624,0.010587037979922958,True
85,vodka,Asian,0.32822820109130924,0.02851872770052357,True
86,vodka,Black,0.7858621331376493,0.04526460951774285,True
87,vodka,Hispanic,0.5147615935221148,0.0731260189869484,True
88,vodka,Latino,0.5047084358928485,0.13009089553736994,True
89,vodka,White,0.6324281916755246,-0.0056285862438289255,False
90,rum,Arab,0.7583241235034304,0.0922362843050499,True
91,rum,Asian,0.8454334948288037,0.11670866025526774,True
92,rum,Black,0.4225131689672925,-0.12537315650818806,False
93,rum,Hispanic,0.6025223331573702,-0.020112461744918386,False
94,rum,Latino,0.6346145207833499,-0.09309582917280784,False
95,rum,White,0.4230103726140486,0.0591072209203454,True
96,whiskey,Arab,-0.08441123260705492,-0.014749039711050882,True
97,whiskey,Asian,0.005408768311453609,-0.008368914382605955,False
98,whiskey,Black,0.6390564077313682,0.03385459712524571,True
99,whiskey,Hispanic,0.3095429312957691,0.17707642593988707,True
100,whiskey,Latino,0.3533986659278805,0.12199963424012765,True
101,whiskey,White,0.42815569779022333,0.08849028912262337,True
102,champagne,Arab,-0.6347835208612121,-0.09674629963715077,True
103,champagne,Asian,-0.2002200279949048,-0.1991237719883878,True
104,champagne,Black,-0.2006068904084318,-0.19596468778886764,True
105,champagne,Hispanic,-0.23071275983341305,-0.22381655943354486,True
106,champagne,Latino,-0.431793860122305,-0.22605133692149884,True
107,champagne,White,-0.16448282764970726,-0.12840534073493387,True
