beverage,occupation,direct_correlation,indirect_correlation,same_correlation
water,warrior,-0.8032248178672997,0.09905152852982217,False
water,writer,-0.9805856930383834,-0.06854921986759403,True
coffee,accountant,0.568584467279001,0.23164284928874812,True
coffee,architect,0.5558963296413244,0.3019787984280346,True
coffee,artist,-0.30995289358545663,0.08840913017025533,False
coffee,attorney,0.7262445846499431,0.1826169614027779,True
coffee,banker,0.7152127171340458,0.36368360105644865,True
coffee,bartender,-0.04050570020351984,0.15423882859801444,False
coffee,barber,-0.4515032925309738,0.38349611424002505,False
coffee,broadcaster,1.0336679199425038,0.24231950244483413,True
coffee,businessman,0.8994338797887838,0.3594620449335351,True
coffee,butcher,-1.4630365337710258,0.37744503887492364,False
coffee,captain,-0.6949247734951424,0.29976590465279546,False
coffee,carpenter,-0.6088576345906901,0.3858463017608621,False
coffee,chef,0.7685030307292553,0.1373559131970165,True
coffee,coach,0.12626457220900786,0.15240944202992499,True
coffee,cook,-0.13908482628736998,-0.05352426788772999,True
coffee,dancer,-1.3623937199366118,-0.1486937390331432,True
coffee,dentist,0.8051471225562525,0.33577852351867143,True
coffee,designer,1.2664970907630055,-0.03310741940068486,False
coffee,developer,1.4039764941625053,0.25546144544538146,True
coffee,doctor,0.53021671136286,0.24198360812207137,True
coffee,economist,1.1080152622750135,0.19891533747494303,True
coffee,editor,1.2983481800210332,0.1254663067144024,True
coffee,engineer,0.8719731036825623,0.32097993303010974,True
coffee,farmer,0.28439354200993644,0.3778501725778851,True
coffee,filmmaker,0.7925430150623115,0.32826936836437476,True
coffee,financier,0.5269223767269888,0.2890305243786178,True
coffee,fisherman,-1.4486735602524525,0.36306662790161104,False
coffee,gardener,0.06262541020034047,0.25861184679319993,True
coffee,journalist,1.001833624330193,0.16945583802606284,True
coffee,judge,-0.48806677146164734,0.24434508195770968,False
coffee,lawyer,0.7140046472398315,0.260778156418635,True
coffee,librarian,1.3985009505847266,-0.09533627006675294,False
coffee,magician,-1.2089154440724645,0.3398406106801222,False
coffee,mechanic,-0.4833156376462373,0.3290161058574701,False
coffee,musician,-0.6254854040668609,0.34614195196602976,False
coffee,nanny,-0.15526782613829015,-0.29389391285840266,True
coffee,nurse,0.2916729609355194,-0.24820940896714097,False
coffee,painter,-0.289901367862924,0.3008329452419823,False
coffee,pharmacist,0.5612796250421195,0.1698536687150708,True
coffee,philosopher,-0.47986169788957633,0.3696494453758764,False
coffee,photographer,0.5843311990186123,0.1975743090313009,True
coffee,pilot,0.6651692837718798,0.30375152746880296,True
coffee,plumber,0.572698344887922,0.40204197940008607,True
coffee,policeman,-0.9632903988763236,0.34760553525365356,False
coffee,politician,-0.45316177358447884,0.3106781355827918,False
coffee,professor,1.3390194004227989,0.30256844297714847,True
coffee,programmer,1.8990422847761739,0.23558074265464032,True
coffee,psychologist,1.1310468483434681,0.07835132130722913,True
coffee,scientist,0.9942236475360122,0.3026692039783565,True
coffee,scholar,0.0424832071183858,0.3063543184449646,True
coffee,secretary,0.5288538662450131,-0.16409163008429034,False
coffee,server,0.7927813918579106,-0.0897643006221101,False
coffee,singer,-0.7030029852245452,0.036657846177108,False
coffee,skipper,0.25872343798220515,0.15728925322682166,True
coffee,soldier,-1.2267840976218414,0.3716546488523961,False
coffee,stylist,0.42316343481374946,-0.1850933267692181,False
coffee,surgeon,-0.343777746151549,0.29572334032760805,False
coffee,teacher,0.5833774093854791,-0.009799625797973648,False
coffee,translator,0.20634231511149997,-0.012666435609586451,False
coffee,veterinarian,0.25971327016474155,0.14654271747635747,True
coffee,waiter,0.21645348975131595,0.3502326267063945,True
coffee,waitress,-0.13879351667250522,-0.22712925937364087,True
coffee,warrior,-2.243407044110422,0.09350698503069879,False
coffee,writer,1.1333735352340908,0.24011493377733603,True
tea,accountant,0.22706691660069853,0.08021702701890736,True
tea,architect,0.516842726230413,0.07813767118470127,True
tea,artist,-0.07840572362698026,-0.025934536030245984,True
tea,attorney,-0.16710324297925222,-0.04236791288975185,True
tea,banker,0.3808003563826401,0.13641386570459638,True
tea,bartender,-0.9407974737445072,-0.03763728156901878,True
tea,barber,-0.16669916741539623,0.12092033693960394,False
tea,broadcaster,0.7014048656057356,0.045857306645908154,True
tea,businessman,0.24114098209080428,0.12136825310675922,True
tea,butcher,-1.274040057294124,0.12311347568644837,False
tea,captain,-0.773431218923175,0.07965237700303968,False
tea,carpenter,-0.2844412883054683,0.1348736625950531,False
tea,chef,0.33528221997086277,-0.03548757143030071,False
tea,coach,-0.035624226664063466,-0.01140861845563132,True
tea,cook,0.4382637513060682,-0.03666084500995848,False
tea,dancer,-1.3571507786978947,-0.11948810625325418,True
tea,dentist,0.13359434961451883,0.0649351015927411,True
tea,designer,0.7572459997448852,-0.035692553146853746,False
tea,developer,0.48468538461688143,0.08741406965189603,True
tea,doctor,0.6447866798138345,0.049625574249900245,True
tea,economist,0.9492608237775214,0.07826155684654207,True
tea,editor,0.8963058566582612,0.05561862638401169,True
tea,engineer,0.5820692169299341,0.1123896356992307,True
tea,farmer,0.8225630870610852,0.13039977889554674,True
tea,filmmaker,-0.023985196922442123,0.004409519564312221,False
tea,financier,-0.05823367519651374,0.13137358660663695,False
tea,fisherman,-0.5772746744590742,0.09077075525674415,False
tea,gardener,1.240671513609614,0.09242740731309283,True
tea,journalist,0.4151839817824447,0.02851113554857824,True
tea,judge,-0.7611677470496744,0.026120038331856592,False
tea,lawyer,0.015852458846547388,0.017240961583040053,True
tea,librarian,1.2637484970750656,-0.06028719544425846,False
tea,magician,-1.1955946136323508,0.10737707472431404,False
tea,mechanic,-0.8657368082389456,0.10846828657450691,False
tea,musician,-0.6422046873909226,0.036989176670202926,False
tea,nanny,-0.08089051172498152,-0.13788240584246497,True
tea,nurse,0.3759401548286538,-0.12874934291559206,False
tea,painter,-0.11283140186575166,0.05916479098796302,False
tea,pharmacist,0.07853895728897287,-0.012231036864698903,False
tea,philosopher,-0.05764971682274738,0.12270488400945076,False
tea,photographer,0.0631642209017937,0.00414101229810824,True
tea,pilot,-0.35046771166726587,0.06409728137209549,False
tea,plumber,0.17508360771942166,0.14537518706772493,True
tea,policeman,-0.7715044908574828,0.13044957686843886,False
tea,politician,-0.8341787497144865,0.06333859776234535,False
tea,professor,1.1879796931348694,0.09253091645991184,True
tea,programmer,0.8874562424283914,0.07726069275409099,True
tea,psychologist,0.303003041894952,-0.023310699598801644,False
tea,scientist,0.6302993169741886,0.11053595842700921,True
tea,scholar,1.61009901594887,0.12801317471991647,True
tea,secretary,0.2113170447868599,-0.07300551935705148,False
tea,server,0.15413108675388304,-0.08093984344216174,False
tea,singer,-0.8400309778906578,-0.06913914915620767,True
tea,skipper,0.22706276587502408,0.02602172251186466,True
tea,soldier,-1.0518947314906464,0.11899439345219795,False
tea,stylist,-0.3945695912137975,-0.12210012593184524,True
tea,surgeon,-0.20513333966133648,0.0763181659607046,False
tea,teacher,1.0176964990060777,-0.03162238375343456,False
tea,translator,0.48371977658853343,-0.004128945230777369,False
tea,veterinarian,0.19533756363626834,-0.053631260119143646,False
tea,waiter,-0.05249700410636752,0.1150289965405717,False
tea,waitress,-0.28453456723577303,-0.11376502278662781,True
tea,warrior,-1.779036491318745,0.010045588490505023,False
tea,writer,0.8501672503119115,0.04772896714834834,True
juice,accountant,-0.40144360894597486,0.1301693741417565,False
juice,architect,-0.47865826071939394,0.2815664883026039,False
juice,artist,-0.7425181244679516,0.0426436613791448,False
juice,attorney,-0.11480170773983864,0.15937053665621698,False
juice,banker,-0.2906367270613474,0.30228241528919864,False
juice,bartender,0.2853078785626559,0.16284844589381153,True
juice,barber,-0.6505199521000895,0.3576696844579194,False
juice,broadcaster,0.41927565974566083,0.22960598660458437,True
juice,businessman,-0.5072346934677693,0.3663843448868544,False
juice,butcher,-1.5606319295843158,0.3016218863944422,False
juice,captain,-1.4152572098824447,0.31849058415778025,False
juice,carpenter,-1.1312888817356324,0.3969199851588103,False
juice,chef,0.8821899176034737,0.06160702726743801,True
juice,coach,0.1833239920153079,0.20596658001182871,True
juice,cook,-0.24183952944252837,-0.16533433173117018,True
juice,dancer,-0.9157542606109634,-0.16645267986868625,True
juice,dentist,-0.2590234346456325,0.24003837189195096,False
juice,designer,0.32681095615660904,-0.05461702181727623,False
juice,developer,0.7829923205668385,0.3322952039315461,True
juice,doctor,-0.037771604382656865,0.0958211155117614,False
juice,economist,-0.026324536282816568,0.12647169622062573,False
juice,editor,0.3813542351768846,0.06869593881926914,True
juice,engineer,0.5477708692850726,0.35870462773415285,True
juice,farmer,0.23508264416829874,0.34269049651157957,True
juice,filmmaker,-0.23007689845571047,0.2592747017526919,False
juice,financier,-0.5801518085799501,0.2842585477393387,False
juice,fisherman,-1.2044667619130065,0.3592281507758695,False
juice,gardener,0.9616186227507407,0.18434894809369662,True
juice,journalist,-0.0239869653777392,0.07604357692097465,False
juice,judge,-0.9365122744250061,0.2337610757836099,False
juice,lawyer,-0.5275008815642938,0.17110538327385566,False
juice,librarian,-0.5335917745913444,-0.2110727894524377,True
juice,magician,-1.824015353818155,0.31720318690023563,False
juice,mechanic,0.1452832472858146,0.35398668787912535,True
juice,musician,-1.1004656014151635,0.31934741856716764,False
juice,nanny,-0.11490100533312833,-0.33343011993163724,True
juice,nurse,0.43146900503826524,-0.3036865140561919,False
juice,painter,-0.6964384179041309,0.22623202624314423,False
juice,pharmacist,-0.06622763671876554,0.08446729427769295,False
juice,philosopher,-2.005755546369283,0.2475433872391686,False
juice,photographer,-0.01648490083810461,0.1534714079925513,False
juice,pilot,-0.03608639525997789,0.35541348653836574,False
juice,plumber,0.44117254745203144,0.3947168407318473,True
juice,policeman,-1.2162651239828932,0.3545765585597788,False
juice,politician,-1.4776673869786388,0.18610324942077816,False
juice,professor,-0.5870994118536416,0.19246680392391136,False
juice,programmer,0.7617448504577097,0.2512913393372025,True
juice,psychologist,-0.4531500254912632,0.024902913340220288,False
juice,scientist,0.3850065453260423,0.2533650824987821,True
juice,scholar,-1.4604464050835237,0.19738071575570235,False
juice,secretary,-0.3238122652819273,-0.2518761403390425,True
juice,server,0.21341445300900946,-0.011626410080884917,False
juice,singer,-1.0568361312861387,-0.03419761031842707,True
juice,skipper,-0.3221138067031548,0.13829030970977207,False
juice,soldier,-1.489617464090541,0.3806911386143825,False
juice,stylist,0.23708332598784318,-0.23269132286316938,False
juice,surgeon,-0.4948865312310566,0.24206634451221334,False
juice,teacher,-0.1286813236581614,-0.1510932583662556,True
juice,translator,-0.6477239330035331,-0.10291256890025295,True
juice,veterinarian,0.19611679266260557,0.07991673189532515,True
juice,waiter,0.22741571785972217,0.33814007243942884,True
juice,waitress,0.05753966085821882,-0.2780805763780138,False
juice,warrior,-2.001939972640515,0.11581402295794917,False
juice,writer,-0.6097768157948347,0.14834850277762,False
milk,accountant,-1.0174082566475202,0.05387659872525287,False
milk,architect,-1.2887310163142565,0.016250739966454035,False
milk,artist,-1.0862388650060322,-0.10800768317870947,True
milk,attorney,-1.5723261576754985,-0.05787285577073869,True
milk,banker,-0.8347023629655675,0.11932441652833937,False
milk,bartender,-1.733674311694097,-0.02803269067841334,True
milk,barber,-0.7220196047422264,0.13298691810450716,False
milk,broadcaster,-0.28082963575302267,-0.0017342663376516858,True
milk,businessman,-1.0848967529127276,0.10137999335066904,False
milk,butcher,0.06931406524770496,0.15847223107718056,True
milk,captain,-1.5213551715060072,0.08572680998913573,False
milk,carpenter,-0.5148935695305027,0.14805445078896148,False
milk,chef,-0.22327676237811908,-0.08396324076849082,True
milk,coach,-0.4472100816049093,-0.022008378576986558,True
milk,cook,0.5095432738234039,-0.04954255216899789,False
milk,dancer,-2.559102459650002,-0.1549305309965794,True
milk,dentist,-0.36454686376513384,0.05620955414286364,False
milk,designer,-0.992300255489936,-0.14683009512874276,True
milk,developer,-1.4895577980856056,0.010022377350863438,False
milk,doctor,-0.2160327131740951,0.07886669452377905,False
milk,economist,-0.3727068471657521,0.03723117910848521,False
milk,editor,-0.22459544945636864,-0.04034682197281186,True
milk,engineer,-0.08760423306853907,0.08403631465770646,False
milk,farmer,1.8424794428541789,0.14142661582947413,True
milk,filmmaker,-1.5052014297941312,-0.04962100385227747,True
milk,financier,-1.329881903813098,0.11244987376235413,False
milk,fisherman,-0.9339092402359614,0.11274871498713165,False
milk,gardener,0.41811046812408376,0.086518417315705,True
milk,journalist,-1.1738728078823732,-0.05203590254102317,True
milk,judge,-1.711975115565208,0.06014573564276474,False
milk,lawyer,-1.6180997228222693,0.0067286509911866285,False
milk,librarian,-0.7627867394402382,-0.08920787761218434,True
milk,magician,-2.969842786974095,0.13651199723225038,False
milk,mechanic,-0.4357588262553357,0.12782819605683315,False
milk,musician,-2.7779805422225996,0.0003530208451384081,False
milk,nanny,0.7194832447243764,-0.14838699873671368,False
milk,nurse,0.9418475447835035,-0.1434623084259033,False
milk,painter,-0.9125772303785976,0.018920645348392065,False
milk,pharmacist,0.12858971241304035,-0.030223451082013113,False
milk,philosopher,-2.413262339880651,0.15107934283303665,False
milk,photographer,-1.6007931962096484,-0.07421069121607038,True
milk,pilot,-1.1874320945384387,0.055912396797746775,False
milk,plumber,-0.32681965266341856,0.16033402631011315,False
milk,policeman,-1.4040988125745129,0.14812997255849844,False
milk,politician,-2.1469839024013133,0.04136477921424202,False
milk,professor,-0.631290448621207,0.0674377493703829,False
milk,programmer,-1.4095539578279022,0.019101609442154027,False
milk,psychologist,-1.6203783384836432,-0.049452787315226794,True
milk,scientist,-0.3785990911395816,0.10391908803243564,False
milk,scholar,-1.0228799207153247,0.09116434129634723,False
milk,secretary,-1.1433168485701797,-0.0869445931153007,True
milk,server,-0.5470253984629804,-0.11991505672916053,True
milk,singer,-2.0550327063452665,-0.10038060017619209,True
milk,skipper,-0.5672994685717517,-0.04338697128157082,True
milk,soldier,-0.9046746144741631,0.16777953878207572,False
milk,stylist,-1.6409368056387637,-0.18072308898613115,True
milk,surgeon,-0.6511107546859739,0.08510151532225792,False
milk,teacher,0.31420180008056636,-0.048079863759659676,False
milk,translator,-0.384107031388835,-0.016906387328729466,True
milk,veterinarian,0.6715047021139788,-0.059187171670971477,False
milk,waiter,-0.8210853907221866,0.12288032800970954,False
milk,waitress,-0.5349053897024973,-0.12364383368391006,True
milk,warrior,-2.1390587605281324,0.08242739796536079,False
milk,writer,-1.383789853646588,-0.023191356825969484,True
soda,accountant,-0.090479769026984,0.19904622031890626,False
soda,architect,-0.4507600070561847,0.34737410563194937,False
soda,artist,-0.5722671668946551,0.021997720303901402,False
soda,attorney,0.509801437215716,0.31329674621645404,True
soda,banker,0.10483699722267105,0.3633909601810233,True
soda,bartender,1.114403158379327,0.20533212126625885,True
soda,barber,-1.073399310423563,0.3771434489669005,False
soda,broadcaster,0.9571777390176109,0.3974077784904332,True
soda,businessman,0.03958308406560279,0.40745675660056546,True
soda,butcher,-2.3738221342904664,0.23970136508540696,False
soda,captain,-0.578450527453028,0.3018520755137528,False
soda,carpenter,-1.4357534968967562,0.43402619526281633,False
soda,chef,0.38902160715215894,0.06263455383715368,True
soda,coach,-0.030873656958193295,0.2666766569026189,False
soda,cook,-0.9969009627404605,-0.22885342539066728,True
soda,dancer,-0.7812816164464648,-0.2055326799716007,True
soda,dentist,0.4121504808698247,0.36508374319561127,True
soda,designer,0.601863474475783,-0.018671824875110675,False
soda,developer,1.0602771398264084,0.4461239762267505,True
soda,doctor,0.11285485930927033,-0.0042689769787297065,False
soda,economist,-0.08714757804332025,0.1542812388123647,False
soda,editor,-0.24574828733959414,0.12461205273610472,False
soda,engineer,0.528641259732431,0.3910875191083872,True
soda,farmer,-0.89313185723776,0.37616221820110546,False
soda,filmmaker,0.5673540276235277,0.3853708801872552,True
soda,financier,-0.493711998885117,0.2942727504865778,False
soda,fisherman,-1.0318816178604906,0.36523600055111777,False
soda,gardener,-0.9499608198151929,0.11794203492675331,False
soda,journalist,-0.2158359433621339,0.09084462487594562,False
soda,judge,-0.1360336741036504,0.30671759169726087,False
soda,lawyer,0.18858871032854566,0.24206517628295085,True
soda,librarian,0.5596011971351602,-0.16763770886990534,False
soda,magician,-1.5514721494621146,0.21265777221794513,False
soda,mechanic,-0.10161854442116697,0.3277625858357243,False
soda,musician,-0.6110166557118644,0.38387168035149705,False
soda,nanny,0.004867582599823973,-0.35780709861301585,False
soda,nurse,0.19942023543815535,-0.27334243246835027,False
soda,painter,-0.9137132640871524,0.18434900359989512,False
soda,pharmacist,0.6022411582708705,0.18064969410469206,True
soda,philosopher,-1.4949321785204648,0.20836063208521902,False
soda,photographer,-0.3283971924398279,0.22421126550133666,False
soda,pilot,0.27139238827039713,0.4470398467445882,True
soda,plumber,0.9336783448562009,0.4268313858676119,True
soda,policeman,-0.8787328688973893,0.3449143599572578,False
soda,politician,-0.3483598499779067,0.21924317929110845,False
soda,professor,0.11910683468457473,0.2136839631468989,True
soda,programmer,1.3566406469285228,0.3139821660463366,True
soda,psychologist,0.5342373136816289,0.0869884472014446,True
soda,scientist,0.8965627598915669,0.2649045157932857,True
soda,scholar,-1.3406245548646814,0.22836502248382387,False
soda,secretary,0.16269232170263814,-0.263890281856787,False
soda,server,0.3567703093380124,-0.048665998754468594,False
soda,singer,-0.6058774041972456,-0.09146462483397041,True
soda,skipper,-0.03873209651366961,0.25634624519493104,False
soda,soldier,-1.0737739098536632,0.3029755612861666,False
soda,stylist,0.45955225327226595,-0.2529807582901347,False
soda,surgeon,-0.998698659110629,0.22053921091228593,False
soda,teacher,-0.24317009197120432,-0.18155744352695655,True
soda,translator,-1.5787261426655606,-0.289772606253043,True
soda,veterinarian,-0.06789269533075956,0.19256233821656693,False
soda,waiter,0.39247786965777315,0.24947654900830474,True
soda,waitress,0.4596028811173524,-0.29876538844726547,False
soda,warrior,-2.2107651851106818,-0.010801198244836623,True
soda,writer,-0.2369210437378626,0.24282977181494794,False
energy drink,accountant,0.24449706960354184,0.14712313267172777,True
energy drink,architect,-0.06932098650322703,0.4088174626300094,False
energy drink,artist,-0.8253394031251766,0.05211788453869224,False
energy drink,attorney,0.5474751771525299,0.28332979480538945,True
energy drink,banker,0.40647970957465507,0.33017403032523546,True
energy drink,bartender,0.3373096633110079,0.17825934320904616,True
energy drink,barber,-1.4308588680969065,0.3687368154617753,False
energy drink,broadcaster,0.884912330146857,0.4296883285816426,True
energy drink,businessman,1.016855378641539,0.4501692721864918,True
energy drink,butcher,-3.521630686505987,0.22054011823448866,False
energy drink,captain,-0.4041343059064864,0.37637767966842717,False
energy drink,carpenter,-2.15044877479018,0.4119450326249433,False
energy drink,chef,1.1782698315446556,0.09381913282081104,True
energy drink,coach,1.8776949879778118,0.3610078685973069,True
energy drink,cook,-1.2424062663387865,-0.24994126993160162,True
energy drink,dancer,0.44644233102167,-0.1929326873777382,False
energy drink,dentist,-0.275463885064396,0.34448669663181836,False
energy drink,designer,1.058356612525254,0.010277382052374044,True
energy drink,developer,1.8503467422222304,0.4897252300504124,True
energy drink,doctor,0.5415433788149947,-0.005409037608829319,False
energy drink,economist,0.07293335941108092,0.21014493466507436,True
energy drink,editor,0.28806420393134574,0.10531745895869461,True
energy drink,engineer,1.514830523756542,0.4502153239134735,True
energy drink,farmer,-0.9077750832764353,0.3861836536537025,False
energy drink,filmmaker,-0.07722424935096153,0.41803849257344156,False
energy drink,financier,0.2850292666479008,0.3301423716390961,True
energy drink,fisherman,-1.8614087234464702,0.38289220661090684,False
energy drink,gardener,-1.0751877300047459,0.08187265502605746,False
energy drink,journalist,0.457875909107064,0.1722019666701772,True
energy drink,judge,-0.8768858728332471,0.28486477141542416,False
energy drink,lawyer,-0.021347574875104892,0.21978317849036594,False
energy drink,librarian,-0.9007389568344533,-0.18321624369901923,True
energy drink,magician,-1.4491048405443336,0.19694018877923877,False
energy drink,mechanic,0.5445531102298383,0.356161239913454,True
energy drink,musician,-0.6205630700374707,0.3975827006988829,False
energy drink,nanny,-0.38069256104276833,-0.3504288505755714,True
energy drink,nurse,0.6745110970910195,-0.29005926505718516,False
energy drink,painter,-1.494333225163808,0.18303711077468435,False
energy drink,pharmacist,0.23893496019857174,0.20607147196877035,True
energy drink,philosopher,-2.224352795351868,0.17337318711000413,False
energy drink,photographer,0.18816383513553425,0.25423352050513554,True
energy drink,pilot,1.919199380587265,0.48957576618278137,True
energy drink,plumber,0.1584723104305543,0.3786495756791329,True
energy drink,policeman,-1.0671153721456916,0.38313972938553204,False
energy drink,politician,0.06177169514911751,0.2872810410211832,True
energy drink,professor,-0.29495948624520346,0.25309748603795346,False
energy drink,programmer,1.7264766109039085,0.3096336482803352,True
energy drink,psychologist,0.371590336069367,0.10735977604188257,True
energy drink,scientist,1.5175583511451431,0.32100302525438223,True
energy drink,scholar,-1.564241029685924,0.27242763946595033,False
energy drink,secretary,-0.2874023575586443,-0.3149643439706465,True
energy drink,server,0.7344858460073499,0.0027025818118463817,True
energy drink,singer,-0.49204775870021467,-0.10042035058267076,True
energy drink,skipper,-0.06651833359611992,0.3430504869841378,False
energy drink,soldier,-0.6882767437049234,0.3270779164131289,False
energy drink,stylist,1.1513353114626654,-0.2160551416902252,False
energy drink,surgeon,-0.37005305195441757,0.2821308328906525,False
energy drink,teacher,-0.10163760565371732,-0.19599317458209142,True
energy drink,translator,-1.536723197557505,-0.21643328957816946,True
energy drink,veterinarian,-0.2549129732478101,0.21996854611016806,False
energy drink,waiter,-0.33318180825061683,0.25134247286088446,False
energy drink,waitress,-0.13963498948648903,-0.3221840675628033,True
energy drink,warrior,-0.7565247728752352,-0.016310224658037057,True
energy drink,writer,-0.5648983350553792,0.19259700344407132,False
milkshake,accountant,0.44008480766081154,0.14778446168304735,True
milkshake,architect,0.07252684262790139,0.2776084456233543,True
milkshake,artist,-0.4070363055837149,0.014752416399939487,False
milkshake,attorney,0.8076942110271972,0.26268484141907317,True
milkshake,banker,0.24383112021708836,0.2603135041987266,True
milkshake,bartender,1.0619193923632735,0.16511686428298777,True
milkshake,barber,-0.5495732776320695,0.28062048546826457,False
milkshake,broadcaster,1.1183813294364287,0.39318547570460055,True
milkshake,businessman,0.4217419752705645,0.3143987239914777,True
milkshake,butcher,-1.962576017110189,0.10708494309838794,False
milkshake,captain,-0.7399463806920422,0.23699007617201676,False
milkshake,carpenter,-2.1791563517663923,0.32848171332007914,False
milkshake,chef,1.2457919031314808,0.0302753589630531,True
milkshake,coach,0.47352981269374256,0.26305370453603083,True
milkshake,cook,-0.4508318265393766,-0.21172572658916328,True
milkshake,dancer,-0.5429111729377109,-0.1502494733602196,True
milkshake,dentist,0.7330786098380212,0.2568346966762955,True
milkshake,designer,1.0381027757441206,0.014632173321167669,True
milkshake,developer,1.2086006299553778,0.4076860502836267,True
milkshake,doctor,0.0021203588552391093,-0.14328563868010166,False
milkshake,economist,0.5377732581392767,0.0925155153955153,True
milkshake,editor,0.8367960302966274,0.1403504659572903,True
milkshake,engineer,0.839795249226901,0.3104041961044964,True
milkshake,farmer,-0.472679378869258,0.2896404829642322,False
milkshake,filmmaker,0.9176732355396657,0.3340524962584511,True
milkshake,financier,0.09460256521923165,0.21175385223118015,True
milkshake,fisherman,-1.9104668816551107,0.2502813267786038,False
milkshake,gardener,-1.0960973388033968,0.07081454356944795,False
milkshake,journalist,0.277192268515433,0.05895657621782119,True
milkshake,judge,0.10590158651344658,0.2388206409215134,True
milkshake,lawyer,0.23435785261761236,0.13981311223135393,True
milkshake,librarian,0.27363841807656214,-0.1338860187299541,False
milkshake,magician,-1.1327708730764003,0.09450837134174357,False
milkshake,mechanic,-0.9345697687546382,0.2192345458937116,False
milkshake,musician,-1.0583335081558796,0.2975020881765544,False
milkshake,nanny,0.42191297383626075,-0.2635638146575192,False
milkshake,nurse,0.18450739092945453,-0.18527030810523754,False
milkshake,painter,-1.3166241760715693,0.0721739287695616,False
milkshake,pharmacist,0.3232596911323208,0.11496020889454008,True
milkshake,philosopher,-1.6751249456121415,0.052431143070079844,False
milkshake,photographer,0.2845031345643454,0.20792327377935726,True
milkshake,pilot,-0.11328867311120257,0.383823610045069,False
milkshake,plumber,0.10080896137861733,0.31236461241050567,True
milkshake,policeman,-1.1665451170714958,0.25394366084644104,False
milkshake,politician,-0.3308505574882209,0.11992271042127643,False
milkshake,professor,0.4895351045089792,0.09549058036806911,True
milkshake,programmer,1.2020122789706287,0.26313891880667734,True
milkshake,psychologist,0.6221143331697734,0.027196911256886447,True
milkshake,scientist,0.9813825823059108,0.1753301969353163,True
